"Player","Role","Team","Opponent_Team","Opponent_Player","Date","Round","Day","Patch","Stage","No_Game","all_Games","Format","Game_of_day","Side","Time","Ban","Ban_Opponent","Pick","Pick_Opponent","Champion","Champion_Opponent","Outcome","Kills_Team","Turrets_Team","Dragon_Team","Baron_Team","Level","Kills","Deaths","Assists","KDA","CS","CS in Team's Jungle","CS in Enemy Jungle","CSM","Golds","GPM","GOLD%","Vision Score","Wards placed","Wards destroyed","Control Wards Purchased","Detector Wards Placed","VSPM","WPM","VWPM","WCPM","VS%","Total damage to Champion","Physical Damage","Magic Damage","True Damage","DPM","DMG%","K+A Per Minute","KP%","Solo kills","Double kills","Triple kills","Quadra kills","Penta kills","GD@15","CSD@15","XPD@15","LVLD@15","Objectives Stolen","Damage dealt to turrets","Damage dealt to buildings","Total heal","Total Heals On Teammates","Damage self mitigated","Total Damage Shielded On Teammates","Time ccing others","Total Time CC Dealt","Total damage taken","Total Time Spent Dead","Consumables purchased","Items Purchased","Shutdown bounty collected","Shutdown bounty lost"
"Alvaro","SUPPORT","MDK","BDS","Labrov","7/12/2024","1","1","v14.13","Summer_Playoffs_24","3","3","3","5","Red","0:42:39","Alistar","Neeko","KSante","Renekton","Rakan","Blitzcrank","Loss","22","8","5","1","14","0","6","14","2.3","33","1","0","0.8","10049","236","12","187","121","17","27","26","4.38","2.84","0.63","0.4","41.5","5039","1299","3517","223","118","3.8","0.33","63.6","0","0","0","0","0","-79","0","-131","0","0","605","605","9901","2514","34926","3635","25","65","41543","186","29","46","0","0"
"Oscarinin","TOP","FNC","GX","Th3Antonio","7/13/2024","1","2","v14.13","Summer_Playoffs_24","1","3","3","1","Blue","0:34:30","Maokai","Vi","Sejuani","Tristana","KSante","Ornn","Loss","10","4","1","0","16","0","6","4","0.7","268","2","0","7.8","11460","332","19.1","19","7","6","3","2","0.55","0.2","0.09","0.17","6","7773","7139","502","132","225","7.7","0.12","40","0","0","0","0","0","1065","36","759","0","0","4986","4986","1380","0","49803","710","21","2145","30602","169","4","25","0","50"
"Razork","JUNGLE","FNC","GX","Juhan","7/13/2024","1","2","v14.13","Summer_Playoffs_24","1","3","3","1","Blue","0:34:30","Zeri","Ivern","KSante","Kaisa","Sejuani","Amumu","Loss","10","4","1","0","15","1","2","8","4.5","195","171","0","5.7","10440","303","17.4","63","7","24","6","6","1.83","0.2","0.17","0.7","19.7","13662","7488","4648","1526","396","13.5","0.26","90","0","0","0","0","0","-546","-9","-798","-1","1","118","118","16218","180","51370","0","34","501","41311","48","8","25","0","0"
"Humanoid","MID","FNC","GX","Jackies","7/13/2024","1","2","v14.13","Summer_Playoffs_24","1","3","3","1","Blue","0:34:30","Rumble","Zyra","Taliyah","Ornn","Taliyah","Tristana","Loss","10","4","1","0","17","5","3","5","3.3","317","30","0","9.2","15625","453","26.1","27","13","7","3","3","0.78","0.38","0.09","0.2","8.5","46740","986","45565","189","1355","46.2","0.29","100","0","0","0","0","0","-665","-3","-386","0","0","3967","3967","3388","1563","8944","0","51","664","15622","93","5","25","450","200"
"Noah","ADCARRY","FNC","GX","Patrik","7/13/2024","1","2","v14.13","Summer_Playoffs_24","1","3","3","1","Blue","0:34:30","Brand","Aphelios","Xayah","Amumu","Xayah","Kaisa","Loss","10","4","1","0","17","4","1","3","7","365","43","0","10.6","14371","417","24","36","10","11","2","1","1.04","0.29","0.06","0.32","11.3","27298","27118","0","180","791","27","0.2","70","0","0","0","0","0","7","2","212","1","0","1181","1181","6345","0","8719","0","14","80","15432","46","4","23","0","300"
"Jun","SUPPORT","FNC","GX","IgNar","7/13/2024","1","2","v14.13","Summer_Playoffs_24","1","3","3","1","Blue","0:34:30","Nautilus","Jinx","Rakan","Alistar","Rakan","Alistar","Loss","10","4","1","0","12","0","3","9","3","40","0","0","1.2","7960","231","13.3","174","102","23","15","13","5.04","2.96","0.43","0.67","54.5","5752","976","4636","140","167","5.7","0.26","90","0","0","0","0","0","362","-5","-20","0","0","1447","1447","7909","2619","28261","3663","23","82","28980","81","17","30","0","0"
"Th3Antonio","TOP","GX","FNC","Oscarinin","7/13/2024","1","2","v14.13","Summer_Playoffs_24","1","3","3","1","Red","0:34:30","Vi","Maokai","Tristana","Sejuani","Ornn","KSante","Win","15","8","4","2","16","2","2","9","5.5","209","2","0","6.1","11409","331","17.6","41","19","10","9","8","1.19","0.55","0.26","0.29","13.6","16403","4030","11815","558","475","16.2","0.32","73.3","0","0","0","0","0","-1065","-36","-759","0","0","1607","1607","5566","0","42576","0","47","552","39029","76","10","30","300","0"
"Juhan","JUNGLE","GX","FNC","Razork","7/13/2024","1","2","v14.13","Summer_Playoffs_24","1","3","3","1","Red","0:34:30","Ivern","Zeri","Kaisa","KSante","Amumu","Sejuani","Win","15","8","4","2","15","2","5","11","2.6","179","157","0","5.2","11310","328","17.4","62","24","16","8","7","1.8","0.7","0.23","0.46","20.6","13841","1420","11016","1405","401","13.7","0.38","86.7","0","0","0","0","0","546","9","798","1","0","355","355","13303","0","41383","0","45","224","34621","144","8","26","0","0"
"Jackies","MID","GX","FNC","Humanoid","7/13/2024","1","2","v14.13","Summer_Playoffs_24","1","3","3","1","Red","0:34:30","Zyra","Rumble","Ornn","Taliyah","Tristana","Taliyah","Win","15","8","4","2","18","7","2","6","6.5","397","67","0","11.5","18668","541","28.8","49","16","26","4","4","1.42","0.46","0.12","0.75","16.3","31063","28653","1827","583","900","30.6","0.38","86.7","0","1","0","0","0","665","3","386","0","0","19840","19840","8712","0","12407","0","5","173","19177","90","6","26","100","450"
"Patrik","ADCARRY","GX","FNC","Noah","7/13/2024","1","2","v14.13","Summer_Playoffs_24","1","3","3","1","Red","0:34:30","Aphelios","Brand","Amumu","Xayah","Kaisa","Xayah","Win","15","8","4","2","17","3","0","10","Perfect_KDA","328","8","0","9.5","14723","427","22.7","41","14","16","4","4","1.19","0.41","0.12","0.46","13.6","36144","18442","15628","2074","1048","35.7","0.38","86.7","0","0","0","0","0","-7","-2","-212","-1","0","3846","3846","5123","0","10396","0","2","123","11803","0","5","23","0","0"
"IgNar","SUPPORT","GX","FNC","Jun","7/13/2024","1","2","v14.13","Summer_Playoffs_24","1","3","3","1","Red","0:34:30","Jinx","Nautilus","Alistar","Rakan","Alistar","Rakan","Win","15","8","4","2","14","1","1","10","11","36","0","0","1","8795","255","13.6","108","57","12","13","13","3.13","1.65","0.38","0.35","35.9","3932","251","3169","512","114","3.9","0.32","73.3","0","0","0","0","0","-362","5","20","0","0","0","0","11026","5939","34475","90","22","58","23912","42","15","32","150","0"
"Oscarinin","TOP","FNC","GX","Th3Antonio","7/13/2024","1","2","v14.13","Summer_Playoffs_24","2","3","3","2","Blue","0:24:42","Maokai","Ivern","Sejuani","Lucian","Olaf","Ornn","Win","13","9","1","0","14","2","1","5","7","220","9","0","8.9","10841","439","21.8","21","7","5","2","2","0.85","0.28","0.08","0.2","11.4","11407","8492","465","2450","462","25.2","0.28","53.8","0","0","0","0","0","1351","28","-440","0","0","9702","9702","9766","0","14227","0","9","230","14540","16","4","22","0","0"
"Razork","JUNGLE","FNC","GX","Juhan","7/13/2024","1","2","v14.13","Summer_Playoffs_24","2","3","3","2","Blue","0:24:42","Tristana","Vi","Kaisa","Nami","Sejuani","Amumu","Win","13","9","1","0","13","1","1","8","9","169","151","0","6.8","8761","355","17.6","33","8","8","6","6","1.34","0.32","0.24","0.32","17.8","5869","2734","2655","480","238","13","0.36","69.2","0","0","0","0","0","-493","8","466","1","0","1971","1971","12864","166","24410","0","17","321","25607","8","7","21","0","0"
"Humanoid","MID","FNC","GX","Jackies","7/13/2024","1","2","v14.13","Summer_Playoffs_24","2","3","3","2","Blue","0:24:42","Rumble","KSante","Nautilus","Ornn","Taliyah","Ezreal","Win","13","9","1","0","15","1","1","7","8","267","17","0","10.8","10882","441","21.9","15","7","3","0","0","0.61","0.28","0","0.12","8.1","10975","666","10309","0","444","24.2","0.32","61.5","0","0","0","0","0","-436","-4","-396","0","0","5313","5313","841","0","4261","0","14","507","9766","26","2","20","0","50"
"Noah","ADCARRY","FNC","GX","Patrik","7/13/2024","1","2","v14.13","Summer_Playoffs_24","2","3","3","2","Blue","0:24:42","Yone","Camille","Taliyah","Amumu","Kaisa","Lucian","Win","13","9","1","0","14","9","1","0","9","245","11","0","9.9","12701","514","25.6","33","11","11","4","4","1.34","0.45","0.16","0.45","17.8","13327","7730","5597","0","540","29.4","0.36","69.2","1","0","1","0","0","63","9","1160","1","0","8163","8163","1711","0","5465","0","0","41","7116","12","6","21","250","0"
"Jun","SUPPORT","FNC","GX","IgNar","7/13/2024","1","2","v14.13","Summer_Playoffs_24","2","3","3","2","Blue","0:24:42","Corki","Azir","Olaf","Ezreal","Nautilus","Nami","Win","13","9","1","0","11","0","2","10","5","39","0","0","1.6","6497","263","13.1","83","38","12","10","9","3.36","1.54","0.4","0.49","44.9","3707","681","2280","746","150","8.2","0.4","76.9","0","0","0","0","0","-66","16","156","0","0","1198","1198","843","61","11261","0","24","141","9237","20","12","28","0","0"
"Th3Antonio","TOP","GX","FNC","Oscarinin","7/13/2024","1","2","v14.13","Summer_Playoffs_24","2","3","3","2","Red","0:24:42","Ivern","Maokai","Lucian","Sejuani","Ornn","Olaf","Loss","6","4","2","0","14","1","1","2","3","192","0","0","7.8","7900","320","19","21","12","2","3","3","0.85","0.49","0.12","0.08","11.6","7141","2026","5037","78","289","18.2","0.12","50","1","0","0","0","0","-1351","-28","440","0","0","0","0","1391","0","13949","0","19","478","15992","0","4","21","0","0"
"Juhan","JUNGLE","GX","FNC","Razork","7/13/2024","1","2","v14.13","Summer_Playoffs_24","2","3","3","2","Red","0:24:42","Vi","Tristana","Nami","Kaisa","Amumu","Sejuani","Loss","6","4","2","0","12","1","4","3","1","144","126","0","5.8","7879","319","19","52","24","10","8","7","2.11","0.97","0.32","0.4","28.7","5624","614","4656","354","228","14.3","0.16","66.7","0","0","0","0","0","493","-8","-466","-1","0","2043","2043","10514","0","18875","0","23","198","24010","122","9","23","50","0"
"Jackies","MID","GX","FNC","Humanoid","7/13/2024","1","2","v14.13","Summer_Playoffs_24","2","3","3","2","Red","0:24:42","KSante","Rumble","Ornn","Nautilus","Ezreal","Taliyah","Loss","6","4","2","0","14","1","1","0","1","247","15","0","10","10359","419","25","17","10","3","2","2","0.69","0.4","0.08","0.12","9.4","12143","7120","4896","127","492","30.9","0.04","16.7","0","0","0","0","0","436","4","396","0","0","8560","8560","2184","0","3408","0","0","36","6265","45","4","19","0","50"
"Patrik","ADCARRY","GX","FNC","Noah","7/13/2024","1","2","v14.13","Summer_Playoffs_24","2","3","3","2","Red","0:24:42","Camille","Yone","Amumu","Taliyah","Lucian","Kaisa","Loss","6","4","2","0","12","3","4","1","1","219","1","0","8.9","9880","400","23.8","25","10","5","2","2","1.01","0.4","0.08","0.2","13.8","11061","8545","2043","473","448","28.1","0.16","66.7","0","0","0","0","0","-63","-9","-1160","-1","0","540","540","1216","0","7158","0","1","66","11861","106","3","16","0","200"
"IgNar","SUPPORT","GX","FNC","Jun","7/13/2024","1","2","v14.13","Summer_Playoffs_24","2","3","3","2","Red","0:24:42","Azir","Corki","Ezreal","Olaf","Nami","Nautilus","Loss","6","4","2","0","9","0","3","5","1.7","20","0","0","0.8","5476","222","13.2","66","33","5","12","8","2.67","1.34","0.49","0.2","36.5","3356","435","2856","65","136","8.5","0.2","83.3","0","0","0","0","0","66","-16","-156","0","0","235","235","3841","2317","3608","657","15","124","8433","49","14","30","0","0"
"Th3Antonio","TOP","GX","FNC","Oscarinin","7/13/2024","1","2","v14.13","Summer_Playoffs_24","3","3","3","3","Blue","0:32:44","Ivern","Maokai","Vi","Corki","Ornn","Poppy","Loss","9","2","2","0","15","1","6","3","0.7","213","0","0","6.5","9864","301","18","26","14","2","5","2","0.79","0.43","0.15","0.06","11.1","9882","1902","7980","0","302","15.5","0.12","44.4","0","0","0","0","0","-2798","-54","-1896","-1","0","0","0","1306","0","36379","0","21","448","34677","165","6","27","250","0"
"Juhan","JUNGLE","GX","FNC","Razork","7/13/2024","1","2","v14.13","Summer_Playoffs_24","3","3","3","3","Blue","0:32:44","Sejuani","Rumble","Azir","Kaisa","Vi","Brand","Loss","9","2","2","0","13","1","6","5","1","170","146","0","5.2","9135","279","16.7","52","16","16","14","13","1.59","0.49","0.43","0.49","22.1","8007","6785","918","304","245","12.6","0.18","66.7","0","0","0","0","0","-813","-12","-1132","-1","0","69","69","11085","0","32838","0","19","237","30347","144","15","30","0","0"
"Jackies","MID","GX","FNC","Humanoid","7/13/2024","1","2","v14.13","Summer_Playoffs_24","3","3","3","3","Blue","0:32:44","LeBlanc","Tristana","Ornn","Poppy","Azir","Corki","Loss","9","2","2","0","18","2","2","4","3","336","13","0","10.3","13898","425","25.4","31","17","9","5","5","0.95","0.52","0.15","0.27","13.2","20739","129","20376","234","634","32.6","0.18","66.7","0","0","0","0","0","-15","23","645","0","0","3414","3414","4547","0","13476","0","8","150","17392","48","9","24","700","0"
"Patrik","ADCARRY","GX","FNC","Noah","7/13/2024","1","2","v14.13","Summer_Playoffs_24","3","3","3","3","Blue","0:32:44","Zyra","Zeri","Ezreal","Brand","Ezreal","Kaisa","Loss","9","2","2","0","16","5","4","4","2.3","307","8","0","9.4","14541","444","26.6","21","11","10","1","0","0.64","0.34","0.03","0.31","8.9","21337","16406","4821","110","652","33.6","0.27","100","0","0","0","0","0","-217","7","-95","0","0","2400","2400","5524","0","10670","0","1","99","20311","100","2","18","800","0"
"IgNar","SUPPORT","GX","FNC","Jun","7/13/2024","1","2","v14.13","Summer_Playoffs_24","3","3","3","3","Blue","0:32:44","Rakan","Jinx","Braum","Rell","Braum","Rell","Loss","9","2","2","0","11","0","3","6","2","44","0","0","1.3","7211","220","13.2","105","58","17","13","13","3.21","1.77","0.4","0.52","44.7","3593","136","3457","0","110","5.7","0.18","66.7","0","0","0","0","0","-39","4","-202","0","0","50","50","1551","216","13219","1328","24","140","17976","88","16","31","0","0"
"Oscarinin","TOP","FNC","GX","Th3Antonio","7/13/2024","1","2","v14.13","Summer_Playoffs_24","3","3","3","3","Red","0:32:44","Maokai","Ivern","Corki","Vi","Poppy","Ornn","Win","21","9","3","2","17","3","2","9","6","278","16","0","8.5","14937","456","21.7","29","5","7","2","2","0.89","0.15","0.06","0.21","9","16968","13953","2515","500","518","17.5","0.37","57.1","0","1","0","0","0","2798","54","1896","1","0","4916","4916","4093","0","39725","0","31","1549","22102","102","4","28","0","250"
"Razork","JUNGLE","FNC","GX","Juhan","7/13/2024","1","2","v14.13","Summer_Playoffs_24","3","3","3","3","Red","0:32:44","Rumble","Sejuani","Kaisa","Azir","Brand","Vi","Win","21","9","3","2","17","3","0","16","Perfect_KDA","247","216","0","7.5","13335","407","19.4","93","36","18","3","3","2.84","1.1","0.09","0.55","28.9","27139","611","25530","998","829","28.1","0.58","90.5","0","0","0","0","0","813","12","1132","1","0","3392","3392","15556","0","16405","0","29","518","26637","0","3","24","0","0"
"Humanoid","MID","FNC","GX","Jackies","7/13/2024","1","2","v14.13","Summer_Playoffs_24","3","3","3","3","Red","0:32:44","Tristana","LeBlanc","Poppy","Ornn","Corki","Azir","Win","21","9","3","2","18","7","1","10","17","310","16","0","9.5","15848","484","23","34","4","14","1","1","1.04","0.12","0.03","0.43","10.6","20941","15857","3567","1517","640","21.7","0.52","81","0","1","0","0","0","15","-23","-645","0","0","14057","14057","6689","0","9278","0","1","63","18481","56","2","22","0","700"
"Noah","ADCARRY","FNC","GX","Patrik","7/13/2024","1","2","v14.13","Summer_Playoffs_24","3","3","3","3","Red","0:32:44","Zeri","Zyra","Brand","Ezreal","Kaisa","Ezreal","Win","21","9","3","2","17","7","3","10","5.7","316","38","0","9.7","16025","490","23.3","41","15","7","4","4","1.25","0.46","0.12","0.21","12.7","26819","13489","12954","376","819","27.7","0.52","81","0","2","0","0","0","217","-7","95","0","0","8394","8394","6349","0","13360","0","2","181","17418","44","5","23","0","800"
"Jun","SUPPORT","FNC","GX","IgNar","7/13/2024","1","2","v14.13","Summer_Playoffs_24","3","3","3","3","Red","0:32:44","Jinx","Rakan","Rell","Braum","Rell","Braum","Win","21","9","3","2","12","1","3","11","4","29","1","0","0.9","8750","267","12.7","125","66","13","18","16","3.82","2.02","0.55","0.4","38.8","4837","942","3089","806","148","5","0.37","57.1","0","0","0","0","0","39","-4","202","0","0","268","268","1042","217","20014","0","25","66","20014","77","21","36","0","0"
"Brokenblade","TOP","G2","KC","Canna","7/13/2024","1","2","v14.13","Summer_Playoffs_24","1","2","3","4","Blue","0:43:17","Zeri","Corki","Tristana","Yone","Renekton","Gragas","Win","24","11","4","2","18","8","2","11","9.5","326","0","0","7.5","18099","418","21.2","48","20","11","5","5","1.11","0.46","0.12","0.25","11.9","29979","24119","5225","635","693","21","0.44","79.2","1","2","0","0","0","1155","34","955","1","0","4532","4532","21549","0","72683","0","29","143","54041","92","6","30","200","250"
"Yike","JUNGLE","G2","KC","Closer","7/13/2024","1","2","v14.13","Summer_Playoffs_24","1","2","3","4","Blue","0:43:17","Ezreal","Rumble","Leona","Sejuani","Brand","Sejuani","Win","24","11","4","2","18","7","3","11","6","311","253","0","7.2","18223","421","21.3","104","35","15","7","6","2.4","0.81","0.16","0.35","25.7","40522","604","35114","4804","936","28.4","0.42","75","0","0","0","0","0","739","28","913","1","0","2696","2696","13107","0","21465","0","33","748","28562","155","10","32","100","500"
"Caps","MID","G2","KC","Vladi","7/13/2024","1","2","v14.13","Summer_Playoffs_24","1","2","3","4","Blue","0:43:17","Vi","Azir","Renekton","Kaisa","Tristana","Yone","Win","24","11","4","2","18","5","7","13","2.6","384","64","0","8.9","20335","470","23.8","33","9","8","3","3","0.76","0.21","0.07","0.18","8.1","43830","40457","2819","554","1013","30.7","0.42","75","2","0","0","0","0","333","5","-416","-1","0","13013","13013","13001","0","27514","0","11","204","36825","266","5","31","300","450"
"Hans_Sama","ADCARRY","G2","KC","Upset","7/13/2024","1","2","v14.13","Summer_Playoffs_24","1","2","3","4","Blue","0:43:17","Rakan","Draven","Varus","Rell","Varus","Kaisa","Win","24","11","4","2","18","4","2","7","5.5","386","36","0","8.9","18395","425","21.5","36","16","9","1","1","0.83","0.37","0.02","0.21","8.9","21897","13851","7828","218","506","15.4","0.25","45.8","0","0","0","0","0","427","5","57","0","0","7450","7450","4159","0","18674","0","34","494","14135","61","3","23","100","600"
"Mikyx","SUPPORT","G2","KC","Targamas","7/13/2024","1","2","v14.13","Summer_Playoffs_24","1","2","3","4","Blue","0:43:17","Nautilus","Ashe","Brand","Gragas","Leona","Rell","Win","24","11","4","2","15","0","6","12","2","48","0","0","1.1","10330","239","12.1","184","90","27","24","24","4.25","2.08","0.55","0.62","45.4","6333","1170","4411","752","146","4.4","0.28","50","0","0","0","0","0","32","-3","-359","0","0","357","357","1225","154","36064","0","31","58","32978","174","26","45","0","0"
"Canna","TOP","KC","G2","Brokenblade","7/13/2024","1","2","v14.13","Summer_Playoffs_24","1","2","3","4","Red","0:43:17","Corki","Zeri","Yone","Tristana","Gragas","Renekton","Loss","20","2","3","1","18","5","4","8","3.3","251","0","0","5.8","15664","362","19.7","40","18","7","11","11","0.92","0.42","0.25","0.16","10.9","19822","2294","17188","340","458","17.3","0.3","65","0","0","0","0","0","-1155","-34","-955","-1","0","1718","1718","15763","0","76866","0","47","1562","39996","124","14","38","1050","50"
"Closer","JUNGLE","KC","G2","Yike","7/13/2024","1","2","v14.13","Summer_Playoffs_24","1","2","3","4","Red","0:43:17","Rumble","Ezreal","Sejuani","Leona","Sejuani","Brand","Loss","20","2","3","1","17","1","4","14","3.8","237","177","0","5.5","12953","299","16.3","56","12","19","9","9","1.29","0.28","0.21","0.44","15.3","13483","6993","5607","883","312","11.8","0.35","75","0","0","0","0","0","-739","-28","-913","-1","1","0","0","14582","268","58019","0","26","427","46513","196","11","32","50","0"
"Vladi","MID","KC","G2","Caps","7/13/2024","1","2","v14.13","Summer_Playoffs_24","1","2","3","4","Red","0:43:17","Azir","Vi","Kaisa","Renekton","Yone","Tristana","Loss","20","2","3","1","18","6","6","8","2.3","385","14","0","8.9","18863","436","23.8","39","8","11","6","5","0.9","0.18","0.14","0.25","10.6","35181","24122","6920","4139","813","30.8","0.32","70","0","0","0","0","0","-333","-5","416","1","0","3421","3421","12623","0","50779","0","32","241","40981","308","9","30","300","150"
"Upset","ADCARRY","KC","G2","Hans_Sama","7/13/2024","1","2","v14.13","Summer_Playoffs_24","1","2","3","4","Red","0:43:17","Draven","Rakan","Rell","Varus","Kaisa","Varus","Loss","20","2","3","1","18","7","4","5","3","512","55","0","11.8","21989","508","27.7","46","17","10","2","2","1.06","0.39","0.05","0.23","12.5","40601","11013","28899","689","938","35.5","0.28","60","0","1","0","0","0","-427","-5","-57","0","0","1788","1788","10841","0","23276","0","1","192","28052","168","6","32","400","500"
